Feature_1	X0	X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X7	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X8	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X9	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99
X0	0.9999999999999999	0.9095591695863621	0.9092519685039371	0.9408464566929132	0.9052972859906919	0.9266851435444231	0.9257874015748031	0.9257874015748031	0.9068897637795276	0.9156496062992125	0.9408464566929132	0.9432086614173227	0.9093503937007873	0.9250640589865607	0.9030511811023622	0.9194881889763779	0.9282480314960628	0.9383858267716535	0.9495372065052554	0.9257874015748031	0.8967519685039369	0.9219488188976378	0.9068897637795276	0.9320866141732282	0.9131889763779527	0.9156496062992125	0.9408464566929132	0.9219488188976378	0.9282480314960628	0.9257874015748031	0.9320866141732282	0.9383858267716535	0.9407480314960629	-0.055314960629921264	0.9317575694190243	-0.08287401574803148	-0.12381889763779527	-0.049015748031496054	-0.07106299212598426	-0.1466535433070866	-0.1309055118110236	-0.026181102362204722	-0.0923228346456693	-0.06948818897637794	-0.14114173228346458	0.9345472440944882	-0.15610236220472437	-0.042716535433070864	-0.09547244094488187	-0.09862204724409447	-0.12539370078740156	-0.11122047244094488	-0.0639763779527559	-0.1324803149606299	-0.09625984251968503	-0.0781496062992126	0.9004863253673588	-0.14744094488188975	-0.10570866141732281	-0.09311023622047243	-0.08051181102362205	-0.06791338582677164	-0.18523622047244095	-0.0671259842519685	-0.061614173228346454	-0.12460629921259843	-0.0781496062992126	0.9320866141732282	-0.13484251968503938	-0.10334645669291338	-0.1513779527559055	-0.0576771653543307	-0.07736220472440944	-0.10807086614173228	-0.12224409448818897	-0.0639763779527559	-0.01515748031496063	-0.021456692913385828	0.9597440944881889	-0.03169291338582677	-0.03405511811023622	-0.059251968503937005	0.016338582677165352	0.039173228346456694	0.028937007874015742	-0.011220472440944882	0.028937007874015742	0.020275590551181104	0.0013779527559055118	0.9131889763779527	-0.008858267716535433	-0.021456692913385828	0.020275590551181104	-0.03405511811023622	0.03287401574803149	-0.0025590551181102358	-0.008858267716535433	-0.04665354330708661	-0.021456692913385828	0.010039370078740156
X1		1.0	0.9166448778957279	0.9268681692203107	0.9218080667593879	0.9304502431626838	0.8991005595356377	0.9363070647910894	0.9325681116979555	0.9384510798514879	0.9191810908330282	0.9384510798514879	0.943000575223553	0.9258746012654919	0.9555770538095487	0.8991005595356377	0.9191810908330282	0.8963813209224495	0.9219471488178025	0.9183705485540974	0.9191810908330282	0.9204099775139886	0.9291952099565969	0.9338754379542961	0.9040683993097318	0.9057940699681014	0.9199916331119595	0.9183705485540974	0.9357318412382996	0.9223448203733725	0.929848873084767	0.9057940699681014	0.9317575694190243	0.009125137269256917	0.9148407676619779	-0.022172253307535427	-0.06484338231449041	-0.025231396747372275	0.008732939392354757	-0.050645819170632225	-0.06954975683731633	0.0015426449824818282	-0.06706583695026931	-0.03987345081838624	-0.10495215185901795	0.9057940699681014	-0.0835120012550332	0.033650577838205305	-0.07407310568425457	-0.04863253673586781	-0.09091146786592062	-0.05286827380641113	-0.024760759295089682	-0.06452962401296869	-0.05153480102494379	-0.013726925691575591	0.9147148817802503	-0.07519740626470742	-0.049050881137896775	-0.03061758092349527	-0.026852481305234537	-0.04016106259478116	-0.08816608272760552	0.012942529937771272	-0.015426449824818283	-0.07530199236521468	-0.02800292841081421	0.9384510798514879	-0.03757255660722691	-0.031741881503948126	-0.08949955550907285	-0.004261883595670136	-0.03438268054175601	-0.08746012654918163	-0.08251843330021442	-0.0025885059875542546	0.046227056424201225	0.04457982534121215	0.9317575694190243	0.03694504000418345	0.04204361240391153	-0.008157715839564924	0.091826596245359	0.10359253255242379	0.12824870574700625	0.030382262197353974	0.08463630183548608	0.10024577733619203	0.08100193484285939	0.9317575694190243	0.06340532343251581	0.06215029022642891	0.07548501804110234	0.022695183810071642	0.10479527270825709	0.07804737750352979	0.051613240600324226	0.04528578151963604	0.04722062437902003	0.09101605396642787
X10			0.9999999999999999	0.9068897637795276	0.9170370757726299	0.9327249908487163	0.9282480314960628	0.9282480314960628	0.9117125984251968	0.9093503937007873	0.918011811023622	0.9282480314960628		0.9260837734665063	0.9345472440944882	0.9054133858267716	0.9432086614173227	0.9219488188976378	0.9162265334936988	0.9471456692913386	0.8904527559055119	0.918011811023622	0.9408464566929132		0.9282480314960628	0.9408464566929132	0.9243110236220472	0.9345472440944882	0.9030511811023622	0.9093503937007873	0.9471456692913386	0.9495078740157479	0.937007874015748	0.014763779527559053		-0.041929133858267714	-0.07893700787401575	0.002165354330708661	-0.02224409448818897	-0.07263779527559054	-0.04822834645669291	0.008464566929133858	-0.0498031496062992	-0.01200787401574803	-0.0859251968503937		-0.09852362204724409	0.014862204724409448	-0.023031496062992124	-0.03484251968503937	-0.06633858267716536	-0.03720472440944882	-0.01043307086614173	-0.062401574803149604	-0.03248031496062992	-0.016633858267716534		-0.0670275590551181	-0.041929133858267714	-0.054527559055118115	-0.03562992125984252	-0.03553149606299213	-0.09222440944881889	-0.015944881889763778	-0.004035433070866142	-0.060826771653543305	-0.01033464566929134		-0.07096456692913386	-0.04183070866141732	-0.0670275590551181	-0.01043307086614173	-0.015944881889763778	-0.07342519685039368	-0.0797244094488189	0.008464566929133858	0.05413385826771653	0.058070866141732284		0.060433070866141726	0.05649606299212598	0.00374015748031496	0.12972440944881888	0.11318897637795275	0.1171259842519685	0.05019685039370079	0.1108267716535433	0.10059055118110236	0.0919291338582677		0.09822834645669291	0.060433070866141726	0.08562992125984252	0.04389763779527559	0.1344488188976378	0.07539370078740157	0.08562992125984252	0.04389763779527559	0.08169291338582678	0.1171259842519685
X11				0.9999999999999999	0.9095330230612352	0.9634733043978456	0.9345472440944882	0.9471456692913386	0.9219488188976378	0.9320866141732282	0.9194881889763779	0.9345472440944882		0.9425822308215239	0.9194881889763779	0.9219488188976378	0.9320866141732282	0.9156496062992125	0.9266067039690427	0.9282480314960628	0.9030511811023622	0.9156496062992125	0.9030511811023622		0.9282480314960628	0.9194881889763779	0.9408464566929132	0.9446850393700785	0.9320866141732282	0.9471456692913386	0.9320866141732282	0.9345472440944882	0.9320866141732282	0.07618110236220471		0.04704724409448818	0.007677165354330708	0.07618110236220471	0.04783464566929134	-0.00019685039370078737	0.00531496062992126	0.09271653543307086	0.043110236220472435	0.05570866141732283	-0.005708661417322835		-0.015944881889763778	0.1013779527559055	0.025787401574803148	0.03681102362204724	-0.006496062992125984	0.02263779527559055	0.05334645669291338	-0.007283464566929134	0.027362204724409447	0.05334645669291338		-0.019881889763779526	0.02421259842519685	0.040748031496062986	0.05964566929133858	0.05334645669291338	-0.04114173228346457	0.07066929133858267	0.057283464566929135	0.002952755905511811	0.057283464566929135		0.009251968503937008	0.021850393700787396	-0.03248031496062992	0.08248031496062991	0.05413385826771653	0.002952755905511811	-0.013582677165354329	0.05334645669291338	0.041535433070866136	0.00374015748031496		0.016338582677165352	0.007677165354330708	-0.008858267716535433	0.058070866141732284	0.07696850393700787	0.06437007874015747	0.010039370078740156	0.07933070866141731	0.08326771653543308	0.035236220472440946		0.05177165354330708	0.013976377952755905	0.041535433070866136	-0.0025590551181102358	0.07933070866141731	0.041535433070866136	0.03287401574803149	-0.006496062992125984	0.058070866141732284	0.04783464566929134
X12					1.0	0.9334780245469527	0.9194948491345502	0.9291952099565969	0.9395753804319407	0.9039115201589709	0.9298750196098939	0.9261883595670136		0.922809457579972	0.8984207498823407	0.8994143178371594	0.9428436960727921	0.9162265334936988	0.9132196831041155	0.9253778172880824	0.9128013387020866	0.9261883595670136	0.8969565444752394		0.9403859227108718	0.9428436960727921	0.9221095016472312	0.9294566752078649	0.9176907389008001	0.9203053914134812	0.9335355331276474	0.9283846676776658	0.920462270564242	-0.036291376876013186		-0.09122522616744236	-0.1112273178894525	-0.036291376876013186	-0.04931234638916488	-0.11237776499503217	-0.08753856612456205	-0.020760340950687652	-0.052240757203367676	-0.02672174867960048	-0.12824870574700625		-0.13954400460178845	-0.0409977513988391	-0.11248235109553943	-0.06714427652564975	-0.09433666265753281	-0.05977095643988915	-0.04633164252470848	-0.07313183077968939	-0.09237567327302201	-0.07514511321445382		-0.11857449145008629	-0.08753856612456205	-0.07660931862155519	-0.0839826387073158	-0.08330282905401873	-0.13240600324216914	-0.03801704753438268	-0.05239763635412854	-0.10296501594938033	-0.030748313549129325		-0.10921403545468808	-0.06332688385713539	-0.11815614704805733	-0.02975474559431052	-0.064346598337081	-0.11593369241227842	-0.093761439104743	-0.05509072844219003	0.038801443288187	0.00847147414108665		0.02538827589813314	0.00724258746012655	-0.004758667573079539	0.05367881608534226	0.09174815666997857	0.0850023531872614	0.022669037284944835	0.08947340898394604	0.09211420802175391	0.03359828478795168		0.04314176645923758	0.049024734612769974	0.03137583015217278	0.043847722637661464	0.09546096323798568	0.06557548501804111	0.028525858913350417	0.013413167390053863	0.05237148982900173	0.04274956858233542
X13						1.0	0.9325681116979555	0.9363070647910894	0.913298122679496	0.9258746012654919	0.939261622130419	0.934424514981959		0.9312607854416148	0.9237305862050934	0.9199916331119595	0.9325681116979555	0.9258746012654919	0.9334780245469527	0.9384510798514879	0.9044867437117607	0.9249856194111803	0.9166448778957279		0.9433927731004551	0.9459551325628824	0.9505307744600745	0.951838100716415	0.9333786539768866	0.9475762171207448	0.947000993567955	0.939261622130419	0.9178737645766878	0.0030068503895832243		-0.022486011609057156	-0.07287036552842129	-0.005360037650996183	-0.03108821837577786	-0.06055535219369347	-0.07752444700099358	-0.004941693248967213	-0.0559797102965016	-0.03255242378287926	-0.09849396015269571		-0.09637609161742405	0.030408408722480785	-0.058646655859436285	-0.03422580139099514	-0.07271348637766041	-0.0616273597238927	-0.025231396747372275	-0.0645557705380955	-0.047821994456936676	-0.016289285154003033		-0.056241175547769716	-0.03108821837577786	-0.053887988286356756	-0.029624012968676464	-0.026747895204727295	-0.10453380745698897	0.018093395387752967	-0.03072216702400251	-0.06534016629189981	-0.0407624326726978		-0.06335303038226221	-0.04912932071327721	-0.08761700569994249	0.011190712754274959	-0.021230978402970245	-0.06264707420383832	-0.08651885164461644	-0.00975265387230037	0.07407310568425457	0.03642210950164723		0.029310254667154735	0.041442242325994874	0.017178267008314596	0.08495006013700782	0.10021963081106522	0.11635203681430739	0.02449929404382158	0.09078073524028657	0.11444334048005023	0.07009883386497935		0.07616482769439943	0.05190085237671914	0.04792658055744392	0.01882549809130367	0.13494221617946975	0.06737959525179105	0.04831877843434609	0.031585002353187265	0.08304136380275061	0.07407310568425457
X14							0.9999999999999999	0.9433070866141732	0.9244094488188976	0.9282480314960628	0.9345472440944882	0.9408464566929132		0.9250640589865607	0.9219488188976378	0.9181102362204723	0.9408464566929132	0.9622047244094489	0.9555770538095487	0.937007874015748	0.8967519685039369	0.9030511811023622	0.9118110236220472		0.9496062992125984	0.9408464566929132	0.9156496062992125	0.9282480314960628	0.9219488188976378	0.937007874015748	0.9345472440944882	0.937007874015748	0.9282480314960628	0.07539370078740157		0.03366141732283464	0.009251968503937008	0.06909448818897637	0.06358267716535433	-0.007283464566929134	0.021062992125984253	0.08169291338582678	0.04468503937007874	0.06358267716535433	-0.006496062992125984		-0.01673228346456693	0.07539370078740157	0.027362204724409447	0.0344488188976378	-0.013582677165354329	0.0344488188976378	0.058858267716535434	0.006889763779527558	0.028937007874015742	0.05019685039370079		-0.01673228346456693	0.03366141732283464	0.027362204724409447	0.046259842519685034	0.03996062992125984	-0.01673228346456693	0.04468503937007874	0.06279527559055118	0.002165354330708661	0.06909448818897637		-0.008070866141732283	0.021062992125984253	-0.01043307086614173	0.05255905511811022	0.05570866141732283	-0.01043307086614173	0.002165354330708661	0.07145669291338583	0.0005905511811023621	-0.008070866141732283		-0.01830708661417323	-0.04586614173228346	-0.0498031496062992	0.00452755905511811	0.0234251968503937	0.027362204724409447	-0.01200787401574803	0.042322834645669286	0.0005905511811023621	-0.008070866141732283		-0.0017716535433070866	-0.01043307086614173	0.013188976377952756	-0.0498031496062992	0.05098425196850393	-0.024606299212598427	-0.01043307086614173	-0.02224409448818897	-0.005708661417322835	0.010826771653543307
X15								0.9999999999999999	0.9181102362204723	0.9282480314960628	0.9282480314960628	0.9282480314960628		0.9433927731004551	0.9219488188976378	0.9307086614173227	0.9345472440944882	0.937007874015748	0.9382680541756002	0.9307086614173227	0.9156496062992125	0.9282480314960628	0.9244094488188976		0.9496062992125984	0.9156496062992125	0.9219488188976378	0.9345472440944882	0.9408464566929132	0.9307086614173227	0.9471456692913386	0.9496062992125984	0.9408464566929132	0.06279527559055118		0.014763779527559053	-0.01830708661417323	0.06279527559055118	0.042322834645669286	-0.013582677165354329	0.014763779527559053	0.08799212598425195	0.029724409448818895	0.042322834645669286	-0.03169291338582677		-0.03562992125984252	0.08799212598425195	0.014763779527559053	0.025787401574803148	-0.013582677165354329	0.0005905511811023621	0.046259842519685034	-0.008070866141732283	-0.0025590551181102358	0.05019685039370079		-0.02933070866141732	0.008464566929133858	0.008464566929133858	0.03366141732283464	0.021062992125984253	-0.054527559055118115	0.03602362204724409	0.03759842519685039	-0.023031496062992124	0.04389763779527559		-0.01437007874015748	0.002165354330708661	-0.04822834645669291	0.06515748031496063	0.017913385826771655	-0.02933070866141732	-0.01043307086614173	0.046259842519685034	-0.005708661417322835	0.017125984251968502		0.006889763779527558	-0.0017716535433070866	-0.062401574803149604	0.042322834645669286	0.06122047244094487	0.058858267716535434	-0.024606299212598427	0.04862204724409449	0.06358267716535433	0.03602362204724409		0.0234251968503937	0.014763779527559053	0.025787401574803148	-0.01200787401574803	0.06988188976377953	0.01948818897637795	0.008464566929133858	-0.009645669291338583	0.013188976377952756	0.042322834645669286
X16									0.9999999999999999	0.9471456692913386	0.9093503937007873	0.9345472440944882		0.9242535167076297	0.9219488188976378	0.8992125984251969	0.9408464566929132	0.937007874015748	0.9225278460492602	0.937007874015748	0.9282480314960628	0.9156496062992125	0.9181102362204723		0.9307086614173227	0.9345472440944882	0.9219488188976378	0.9219488188976378	0.9156496062992125	0.937007874015748	0.9345472440944882	0.9244094488188976	0.9432086614173227	0.012401574803149604		-0.03562992125984252	-0.060039370078740155	-0.006496062992125984	0.025787401574803148	-0.0576771653543307	-0.03562992125984252	0.018700787401574805	-0.02066929133858268	0.00452755905511811	-0.07342519685039368		-0.07736220472440944	0.002165354330708661	-0.054527559055118115	-0.01830708661417323	-0.0702755905511811	0.0005905511811023621	0.014763779527559053	-0.05216535433070866	-0.040354330708661415	-0.01043307086614173		-0.09625984251968503	-0.04822834645669291	-0.01043307086614173	-0.01673228346456693	-0.03326771653543307	-0.08996062992125983	0.0005905511811023621	0.014763779527559053	-0.07342519685039368	-0.004133858267716535		-0.04350393700787401	-0.026968503937007872	-0.07736220472440944	-0.004133858267716535	-0.007283464566929134	-0.0797244094488189	-0.0671259842519685	0.008464566929133858	0.046259842519685034	0.05019685039370079		0.046259842519685034	0.03759842519685039	0.008464566929133858	0.08169291338582678	0.10688976377952755	0.1171259842519685	0.03366141732283464	0.11318897637795275	0.1029527559055118	0.07539370078740157		0.06279527559055118	0.060433070866141726	0.06515748031496063	0.05255905511811022	0.12185039370078737	0.08405511811023621	0.07933070866141731	0.05492125984251968	0.06515748031496063	0.08799212598425195
X17										0.9999999999999999	0.8992125984251969	0.9432086614173227		0.9057940699681014	0.9307086614173227	0.9093503937007873	0.9244094488188976	0.9345472440944882	0.9517596611410344	0.9345472440944882	0.9156496062992125	0.9093503937007873	0.9219488188976378		0.9282480314960628	0.9181102362204723	0.9156496062992125	0.9307086614173227	0.9433070866141732	0.9408464566929132	0.9219488188976378	0.9219488188976378	0.9219488188976378	0.057283464566929135		0.042322834645669286	-0.017519685039370077	0.04468503937007874	0.07460629921259841	0.00374015748031496	0.0234251968503937	0.06988188976377953	0.00531496062992126	0.06594488188976377	-0.03090551181102362		-0.01437007874015748	0.07381889763779527	-0.005708661417322835	0.020275590551181104	-0.00019685039370078737	0.05334645669291338	0.04862204724409449	0.002952755905511811	0.0312992125984252	0.03602362204724409		-0.026968503937007872	0.0234251968503937	0.01948818897637795	0.04468503937007874	0.04862204724409449	-0.024606299212598427	0.07460629921259841	0.05492125984251968	0.006889763779527558	0.025787401574803148		0.015551181102362203	0.025787401574803148	-0.024606299212598427	0.04468503937007874	0.04389763779527559	-0.02066929133858268	0.0005905511811023621	0.06122047244094487	0.01948818897637795	0.0234251968503937		-0.009645669291338583	0.0005905511811023621	-0.01200787401574803	0.05098425196850393	0.07381889763779527	0.06122047244094487	-0.0017716535433070866	0.05492125984251968	0.05098425196850393	0.046259842519685034		0.025787401574803148	0.00452755905511811	0.03602362204724409	0.006889763779527558	0.09271653543307086	0.03838582677165354	0.0234251968503937	0.025787401574803148	0.028149606299212596	0.04862204724409449
